email_id,email_type,subject_hotness_score,email_source_type,customer_location,email_campaign_type,total_past_communications,time_email_sent_category,total_links,total_images
EMA00081089063470,1,1.6,1,Tijuana,2,36,2,9,5
EMA00081089133090,1,0.0,2,Tijuana,3,1,2,9,0
EMA00081089179620,1,0.6,2,Zacatecas,2,26,3,24,7
EMA00081089289340,2,1.6,1,Aguascalientes,2,39,3,6,2
EMA00081089457390,2,1.8,1,Veracruz,2,26,3,2,0
EMA00081089621470,2,1.2,1,Veracruz,2,15,2,8,3
EMA00081089824920,1,2.0,2,Zacatecas,2,28,1,21,4
EMA00081089923730,1,1.8,1,San Luis,2,27,2,9,0
EMA00081089940280,1,0.3,1,San Luis,3,41,1,21,6
EMA00081090048360,1,2.7,2,Zacatecas,2,23,2,8,0
EMA00081090489820,2,0.3,1,Ciudad de México,2,35,2,14,1
EMA00081090769880,2,1.3,1,Veracruz,2,21,2,6,0
EMA00081090904130,1,0.1,1,Zacatecas,2,24,2,8,0
EMA00081091216020,1,0.3,2,Veracruz,3,52,1,14,12
EMA00081091226540,2,0.0,2,Zacatecas,3,10,2,2,0
EMA00081091403220,1,0.2,2,Puebla,3,32,2,6,0
EMA00081091427270,1,1.1,2,Veracruz,2,20,1,6,1
EMA00081091580860,1,0.2,2,Monterrey,3,36,2,3,0
EMA00081091789530,1,0.4,2,Zacatecas,2,40,2,11,10
EMA00081091856810,2,0.1,1,Veracruz,3,35,3,8,0
EMA00081091876220,1,0.9,2,Monterrey,2,31,1,3,0
EMA00081091990830,1,2.0,2,Guadalajara,2,21,2,14,0
EMA00081092262790,1,1.3,1,Aguascalientes,2,27,3,6,0
EMA00081092469390,1,1.4,2,Puebla,2,44,2,19,3
EMA00081092528490,1,0.0,2,Monterrey,2,40,2,6,5
EMA00081092607270,1,2.0,2,Guadalajara,2,9,1,6,1
EMA00081092898960,2,3.3,1,Ciudad de México,2,10,3,9,0
EMA00081092950030,1,0.1,2,Monterrey,3,57,2,11,0
EMA00081093235260,1,0.2,2,Puebla,3,41,2,6,0
EMA00081093620970,1,0.1,1,Aguascalientes,3,33,1,11,0
EMA00081093739780,1,3.3,1,Ciudad de México,2,19,2,4,0
EMA00081093833070,1,0.6,1,Sinaloa,2,43,2,4,0
EMA00081093908770,1,1.1,1,Guadalajara,2,29,1,11,0
EMA00081093990260,2,0.9,1,Aguascalientes,2,47,2,11,7
EMA00081094051000,1,3.1,2,Tijuana,2,22,2,4,0
EMA00081094099120,2,2.4,1,Zacatecas,2,18,2,11,0
EMA00081094186540,1,2.9,1,Aguascalientes,2,21,2,9,0
EMA00081094223730,1,2.1,1,Aguascalientes,2,19,1,11,0
EMA00081094234470,2,0.1,1,Aguascalientes,3,49,1,8,1
EMA00081094348020,1,1.9,1,Aguascalientes,2,26,2,21,10
EMA00081094769140,1,2.2,2,Ciudad de México,2,20,2,11,0
EMA00081095267870,2,0.6,1,Guadalajara,2,1,2,4,1
EMA00081095428540,2,2.9,1,Monterrey,2,22,3,6,3
EMA00081095815930,1,2.1,2,Guadalajara,2,20,3,8,7
EMA00081095995760,2,1.3,1,Zacatecas,2,23,3,4,0
EMA00081096259940,1,1.9,2,Guadalajara,2,18,2,11,0
EMA00081096476910,2,0.1,1,Puebla,3,33,2,5,0
EMA00081096549600,2,0.1,1,Guadalajara,3,20,1,8,0
EMA00081096755980,1,0.3,2,Puebla,3,38,2,21,20
EMA00081096794310,2,0.3,1,Tijuana,2,27,2,2,0
EMA00081096799650,1,0.1,1,Veracruz,3,40,3,6,0
EMA00081096811630,1,1.8,2,Ciudad de México,2,18,2,4,0
EMA00081096842650,2,3.1,1,Puebla,2,16,3,4,0
EMA00081096876870,1,2.2,2,San Luis,2,13,2,16,14
EMA00081096925580,2,0.4,1,Puebla,2,50,2,16,14
EMA00081097018880,1,0.3,1,San Luis,3,1,1,21,18
EMA00081097053240,1,1.4,1,Zacatecas,2,1,3,4,0
EMA00081097270670,1,1.6,2,Guadalajara,2,1,3,11,4
EMA00081097566250,1,3.1,2,Veracruz,2,20,2,6,0
EMA00081097632180,1,1.0,1,Aguascalientes,2,36,1,-1,3
EMA00081097641300,1,0.7,1,Sinaloa,2,35,2,11,1
EMA00081097879530,2,0.1,2,Zacatecas,3,46,3,6,1
EMA00081098028800,1,0.8,1,Zacatecas,2,34,2,21,15
EMA00081098101790,1,0.5,1,Monterrey,2,44,2,18,0
EMA00081098189870,1,4.5,2,Guadalajara,2,19,3,6,0
EMA00081098246800,2,0.8,1,Aguascalientes,2,19,2,31,18
EMA00081098610930,2,0.2,1,Sinaloa,3,16,2,9,4
EMA00081098966690,1,2.7,2,Sinaloa,2,23,1,41,30
EMA00081099096720,2,0.5,1,Veracruz,2,28,1,8,3
EMA00081099374840,1,0.7,1,Zacatecas,2,21,2,4,0
EMA00081099474690,2,0.0,1,Sinaloa,3,23,2,14,0
EMA00081099480650,1,1.9,2,Aguascalientes,2,31,1,6,0
EMA00081099662740,1,1.4,1,Sinaloa,2,22,1,8,0
EMA00081099740580,2,0.6,1,Puebla,2,34,3,8,1
EMA00081099775730,1,1.1,1,Guadalajara,2,45,3,16,10
EMA00081100111540,1,0.4,2,Sinaloa,2,30,2,-1,0
EMA00081100120810,1,0.1,1,Puebla,3,21,3,11,0
EMA00081100339800,1,1.5,2,Tijuana,2,10,1,5,0
EMA00081100809380,2,1.5,1,Guadalajara,2,17,3,6,0
EMA00081100936140,1,2.0,1,Guadalajara,2,1,1,11,0
EMA00081101027070,1,0.7,2,Ciudad de México,2,12,1,4,0
EMA00081101105430,1,1.8,2,Sinaloa,2,15,1,14,0
EMA00081101161110,2,0.1,1,San Luis,3,27,2,5,0
EMA00081101180360,1,0.4,2,Veracruz,2,37,1,16,10
EMA00081101276950,1,2.6,2,Tijuana,2,36,2,8,0
EMA00081101293710,1,1.6,1,Sinaloa,2,1,1,6,0
EMA00081101377470,2,0.3,2,Guadalajara,3,49,2,4,0
EMA00081101426570,1,0.4,2,Zacatecas,2,13,1,7,0
EMA00081101439300,1,1.7,1,Monterrey,2,26,1,8,3
EMA00081101477230,2,1.0,1,San Luis,2,10,3,6,0
EMA00081101555280,1,0.9,1,Guadalajara,2,33,2,16,12
EMA00081101894970,1,0.6,2,Monterrey,2,44,2,8,0
EMA00081101962040,1,0.3,1,Sinaloa,3,31,2,8,2
EMA00081101977280,1,2.5,1,Guadalajara,2,35,2,6,0
EMA00081102052350,1,1.4,2,San Luis,2,1,2,7,0
EMA00081102055390,2,0.2,2,Zacatecas,3,56,1,9,3
EMA00081102132010,1,0.6,1,Veracruz,2,45,2,11,0
EMA00081102223130,1,0.0,1,Guadalajara,3,57,2,6,5
EMA00081102291800,1,3.5,2,Sinaloa,2,1,2,6,0
EMA00081102368090,2,0.3,2,Veracruz,3,1,2,16,5
EMA00081102370050,1,0.2,2,Aguascalientes,2,21,2,18,4
EMA00081102467880,1,1.6,1,Zacatecas,2,16,2,6,0
EMA00081102601670,1,0.7,2,Aguascalientes,2,21,3,9,4
EMA00081102606670,2,0.2,1,Puebla,3,40,2,14,0
EMA00081102753300,1,1.1,1,Monterrey,2,39,3,9,0
EMA00081102768150,1,0.2,2,Aguascalientes,3,1,2,11,0
EMA00081102824490,2,0.2,2,Guadalajara,3,21,3,9,-1
EMA00081102891850,1,0.2,1,Veracruz,3,60,1,21,4
EMA00081102949850,1,1.5,2,Monterrey,2,1,3,11,0
EMA00081103029000,1,0.5,1,Monterrey,2,39,2,5,-1
EMA00081103239580,1,2.3,1,Puebla,2,28,3,26,13
EMA00081103302560,1,2.6,1,Puebla,2,7,1,5,3
EMA00081104010000,1,1.3,1,Tijuana,2,38,2,14,5
EMA00081104045000,2,0.2,1,Ciudad de México,3,38,3,10,6
EMA00081104076250,1,1.3,1,Sinaloa,2,35,3,11,2
EMA00081104124830,1,0.4,2,Veracruz,2,40,2,14,10
EMA00081104190230,1,0.3,1,Zacatecas,3,46,2,16,0
EMA00081104529020,1,0.1,2,Veracruz,3,32,1,9,0
EMA00081104590450,1,1.2,1,Sinaloa,2,14,2,11,0
EMA00081104599520,1,0.1,2,Zacatecas,3,49,2,24,7
EMA00081104746770,2,0.3,1,San Luis,3,1,2,14,6
EMA00081104767690,1,1.7,2,Ciudad de México,2,1,1,11,0
EMA00081105015450,1,0.3,1,Tijuana,3,39,2,11,0
EMA00081105037710,1,0.7,1,Veracruz,2,33,2,21,19
EMA00081105103480,1,0.2,1,San Luis,3,30,2,9,8
EMA00081105263140,2,0.5,1,Sinaloa,2,23,2,6,0
EMA00081105278980,1,0.8,2,Ciudad de México,2,32,2,6,-1
EMA00081105304460,1,2.2,2,Tijuana,2,5,2,4,0
EMA00081105317200,1,0.6,1,Monterrey,2,30,1,9,2
EMA00081105337440,2,0.4,1,Veracruz,2,34,2,6,0
EMA00081105479840,1,0.6,2,Puebla,2,10,2,4,0
EMA00081105539440,1,0.0,1,Ciudad de México,3,42,3,11,0
EMA00081105710490,1,0.8,2,Aguascalientes,2,17,3,6,0
EMA00081105872640,1,1.5,1,San Luis,2,31,2,9,0
EMA00081105910640,2,0.4,1,Tijuana,2,17,2,9,0
EMA00081105948750,2,0.3,2,Puebla,3,50,1,11,6
EMA00081106013230,2,0.1,1,Ciudad de México,3,49,2,4,0
EMA00081106047420,1,0.2,2,Sinaloa,3,57,2,8,0
EMA00081106174130,1,0.0,1,Guadalajara,1,0,2,1,0
EMA00081106331570,2,1.3,1,Puebla,2,1,3,7,0
EMA00081106390000,1,1.5,2,Ciudad de México,2,24,2,11,0
EMA00081106520950,1,0.2,1,Tijuana,3,29,1,24,21
EMA00081106674130,2,2.2,1,Zacatecas,2,15,2,11,0
EMA00081107099030,2,2.0,1,Veracruz,2,10,3,11,0
EMA00081107406720,1,1.9,1,Ciudad de México,2,10,1,4,0
EMA00081107517670,1,0.1,1,Veracruz,3,16,1,5,4
EMA00081107645290,2,0.1,1,Monterrey,3,44,2,14,7
EMA00081107728660,1,1.8,1,San Luis,2,20,3,4,0
EMA00081107767310,1,2.3,1,Monterrey,2,22,1,14,0
EMA00081107769520,1,2.0,1,Guadalajara,2,29,1,11,0
EMA00081107794590,1,0.3,2,Zacatecas,3,53,2,6,0
EMA00081107830260,2,0.3,1,Zacatecas,3,50,1,11,2
EMA00081107832360,1,1.6,1,Monterrey,2,32,2,16,0
EMA00081107921330,1,0.3,2,Ciudad de México,3,32,2,8,0
EMA00081108000600,2,0.1,2,Monterrey,3,8,3,11,2
EMA00081108368530,1,0.9,2,Ciudad de México,2,29,1,11,4
EMA00081108519370,1,0.7,2,Monterrey,2,1,2,11,3
EMA00081108649470,2,0.3,1,Tijuana,2,1,2,6,0
EMA00081108859760,1,2.7,2,Guadalajara,2,17,1,11,2
EMA00081109022400,1,1.8,1,Ciudad de México,2,23,3,6,0
EMA00081109163280,2,0.1,1,Guadalajara,3,14,3,6,0
EMA00081109525860,1,0.8,2,Monterrey,2,40,3,9,1
EMA00081109691750,1,1.8,2,Aguascalientes,2,13,1,4,0
EMA00081109763900,1,2.7,2,Monterrey,2,28,2,9,1
EMA00081109841380,1,0.9,1,Monterrey,2,37,2,6,0
EMA00081109849480,2,0.5,1,Puebla,2,35,2,21,19
EMA00081109930440,2,0.0,1,Puebla,3,33,1,26,19
EMA00081110032530,1,0.0,2,Guadalajara,3,41,2,16,10
EMA00081110067560,2,0.1,1,Ciudad de México,3,9,1,5,0
EMA00081110175010,1,1.5,1,Aguascalientes,2,35,2,21,5
EMA00081110317990,1,0.0,2,Sinaloa,3,1,2,7,0
EMA00081110417570,1,0.1,1,Ciudad de México,3,49,2,18,13
EMA00081110434960,1,0.8,1,Puebla,2,42,2,16,3
EMA00081110444220,2,0.9,1,Zacatecas,2,27,2,8,0
EMA00081110470860,2,0.1,2,Veracruz,3,8,1,6,0
EMA00081110557010,2,0.3,1,Aguascalientes,3,32,3,3,0
EMA00081110699890,2,1.3,1,Puebla,2,19,2,14,6
EMA00081110705610,1,1.0,1,Ciudad de México,2,39,1,14,0
EMA00081110716120,2,0.0,2,Aguascalientes,3,16,3,4,0
EMA00081110784710,1,1.5,2,Aguascalientes,2,22,1,6,4
EMA00081110794850,2,0.1,1,Sinaloa,3,41,2,9,0
EMA00081110902650,1,1.9,1,Zacatecas,2,18,1,11,0
EMA00081111076340,1,1.4,2,Guadalajara,2,26,2,6,0
EMA00081111257880,1,0.1,1,San Luis,3,30,2,14,0
EMA00081111308990,1,1.6,2,San Luis,2,28,2,9,0
EMA00081111367790,1,1.0,2,Monterrey,2,1,2,21,9
EMA00081111419420,1,0.2,1,Ciudad de México,3,60,2,3,0
EMA00081111768060,1,0.9,2,Zacatecas,2,35,2,14,0
EMA00081111863330,1,0.9,1,Guadalajara,2,22,2,11,5
EMA00081112109970,2,2.3,1,Sinaloa,2,13,2,8,0
EMA00081112145210,1,1.8,1,Sinaloa,2,29,2,14,-1
EMA00081112167830,1,1.5,1,Sinaloa,2,29,2,6,0
EMA00081112427080,1,0.1,1,Monterrey,2,1,2,8,6
EMA00081112659040,2,3.7,1,Sinaloa,2,8,2,9,0
EMA00081112822790,1,0.9,1,Veracruz,2,26,1,11,-1
EMA00081112857440,1,3.0,2,Veracruz,2,22,3,21,3
EMA00081113081850,1,0.8,2,Guadalajara,2,8,3,8,0
EMA00081113083940,1,1.0,2,Sinaloa,2,18,1,14,0
EMA00081113203140,2,0.1,2,Zacatecas,3,40,1,16,9
EMA00081113361240,2,0.5,1,Zacatecas,2,20,3,2,0
EMA00081113389360,1,2.3,2,Guadalajara,2,30,3,11,9
EMA00081113586140,1,2.8,2,Sinaloa,2,17,3,3,0
EMA00081113786940,2,0.2,2,Zacatecas,3,10,2,4,0
EMA00081113795170,1,0.1,1,Monterrey,3,48,2,11,2
EMA00081113821580,1,0.7,2,San Luis,2,1,2,21,6
EMA00081113918820,1,3.7,2,Sinaloa,2,1,2,14,0
EMA00081114103660,1,1.7,2,Monterrey,2,28,2,9,0
EMA00081114138660,2,0.2,1,Sinaloa,3,47,2,4,2
EMA00081114149240,1,0.7,1,Puebla,2,24,2,6,0
EMA00081114326740,1,1.9,2,Sinaloa,2,25,2,11,1
EMA00081114359730,1,0.2,2,Zacatecas,2,40,2,12,0
EMA00081114448840,1,0.5,2,Tijuana,2,30,3,28,25
EMA00081114736230,2,2.1,1,Veracruz,2,1,1,8,0
EMA00081114998000,2,0.1,1,San Luis,2,29,2,11,0
EMA00081115094820,2,0.7,1,Sinaloa,2,31,2,5,0
EMA00081115141080,1,0.3,1,Guadalajara,2,32,2,31,17
EMA00081115174680,1,1.3,2,San Luis,2,18,3,-1,0
EMA00081115224610,2,0.9,1,Ciudad de México,2,23,2,8,0
EMA00081115428400,1,0.0,1,Aguascalientes,3,62,2,11,0
EMA00081115474140,1,0.6,2,Zacatecas,2,30,1,29,22
EMA00081115513590,1,0.5,1,Puebla,2,25,2,6,4
EMA00081115514950,1,1.3,1,Zacatecas,2,20,3,6,0
EMA00081115770700,1,3.2,1,Tijuana,2,19,2,21,11
EMA00081115830670,1,3.1,1,Puebla,2,22,3,21,-1
EMA00081115846540,1,0.5,2,Veracruz,2,1,2,11,2
EMA00081116059090,2,1.1,1,Puebla,2,41,1,4,0
EMA00081116141860,1,1.9,1,San Luis,2,32,2,6,1
EMA00081116310250,2,0.1,2,San Luis,3,1,1,11,10
EMA00081116464740,1,0.2,2,Puebla,3,34,1,16,0
EMA00081116476910,1,3.3,2,Ciudad de México,2,26,2,21,8
EMA00081116599890,1,1.8,1,Tijuana,2,22,3,6,3
EMA00081116712320,2,3.6,1,Veracruz,2,14,1,8,0
EMA00081116935560,2,0.2,2,Aguascalientes,3,24,2,6,0
EMA00081116944080,1,2.7,1,Veracruz,2,12,2,16,5
EMA00081116992610,2,1.4,1,Aguascalientes,2,38,2,11,8
EMA00081117009780,2,3.4,1,Ciudad de México,2,11,1,4,0
EMA00081117012160,2,1.9,1,Veracruz,2,22,3,14,0
EMA00081117264040,1,1.4,1,Zacatecas,2,38,2,-1,0
EMA00081117290470,1,0.0,1,San Luis,3,38,1,11,0
EMA00081117314120,2,0.2,1,Monterrey,3,38,2,3,0
EMA00081117606590,1,1.5,2,Aguascalientes,2,20,2,16,1
EMA00081117636700,1,1.8,1,Monterrey,2,24,2,8,7
EMA00081117857110,2,2.0,1,Guadalajara,2,1,3,4,0
EMA00081117945580,1,0.6,1,Veracruz,2,30,3,8,0
EMA00081118088650,2,0.4,1,Zacatecas,2,34,2,14,11
EMA00081118184930,1,2.6,1,Ciudad de México,2,15,1,8,0
EMA00081118466090,1,0.7,2,Sinaloa,2,1,2,24,17
EMA00081118507920,1,1.5,2,San Luis,2,24,1,7,0
EMA00081118575450,1,2.0,2,Zacatecas,2,22,2,11,1
EMA00081118577840,1,3.1,2,San Luis,2,21,1,16,5
EMA00081118683580,1,1.3,2,Monterrey,2,18,2,21,18
EMA00081118774540,1,0.6,1,Aguascalientes,2,48,1,11,0
EMA00081118777270,1,0.2,1,Monterrey,3,1,2,8,6
EMA00081119007940,2,1.1,1,Ciudad de México,2,20,3,14,0
EMA00081119148400,2,0.1,1,Zacatecas,3,44,2,11,2
EMA00081119360560,2,1.5,1,Zacatecas,2,33,1,11,10
EMA00081119431960,1,3.4,2,Tijuana,2,21,2,6,0
EMA00081119434780,1,0.0,1,Veracruz,3,31,1,6,0
EMA00081119722650,1,0.8,1,San Luis,2,1,1,8,0
EMA00081119809320,1,1.3,1,San Luis,2,34,2,9,0
EMA00081119863260,2,0.0,1,Zacatecas,3,40,2,8,3
EMA00081119998150,1,1.7,1,Ciudad de México,2,21,1,11,7
EMA00081120134870,1,0.6,1,Aguascalientes,2,43,2,6,0
EMA00081120276070,1,1.8,2,Sinaloa,2,1,2,14,0
EMA00081120298600,2,1.4,1,Puebla,2,1,2,11,0
EMA00081120442370,1,2.1,2,Tijuana,2,10,3,4,1
EMA00081120475330,1,0.1,1,Tijuana,2,42,3,11,5
EMA00081120569250,1,3.3,2,Veracruz,2,15,2,6,0
EMA00081120959870,1,3.1,2,Sinaloa,2,16,3,16,4
EMA00081120972200,1,0.2,2,Monterrey,3,52,3,16,7
EMA00081121015600,1,0.8,1,Monterrey,2,22,2,21,-1
EMA00081121338830,1,0.9,1,Ciudad de México,2,1,3,8,0
EMA00081121623550,1,0.0,2,Ciudad de México,3,27,2,7,0
EMA00081121666900,2,1.0,1,Aguascalientes,2,18,2,11,4
EMA00081121682190,2,0.2,2,San Luis,3,25,3,4,0
EMA00081121920150,2,1.5,1,Guadalajara,2,1,1,2,0
EMA00081122269160,1,2.1,1,Monterrey,2,1,2,11,3
EMA00081122333900,1,0.0,2,Monterrey,2,1,1,29,16
EMA00081122338250,1,0.0,1,San Luis,3,19,2,13,0
EMA00081122350560,2,0.4,1,Monterrey,2,20,1,4,0
EMA00081122754500,1,1.6,2,Zacatecas,2,19,2,2,0
EMA00081122959190,1,2.2,2,Sinaloa,2,16,2,26,7
EMA00081123198030,1,3.0,1,Sinaloa,2,16,1,8,0
EMA00081123210270,1,0.7,2,San Luis,2,8,3,6,0
EMA00081123239770,1,2.1,1,Zacatecas,2,7,2,6,0
EMA00081123378860,1,0.8,2,Sinaloa,2,31,3,8,0
EMA00081123385290,1,0.3,2,Veracruz,3,40,2,11,1
EMA00081123463740,1,0.6,2,Monterrey,2,38,2,11,0
EMA00081124193820,1,3.1,1,San Luis,2,16,2,14,8
EMA00081124411170,2,0.1,1,Veracruz,3,19,2,4,0
EMA00081124665780,2,1.0,1,Aguascalientes,2,1,3,6,0
EMA00081124842170,2,2.2,1,San Luis,2,12,2,6,-1
EMA00081124933540,1,0.1,1,Ciudad de México,3,29,3,21,19
EMA00081125089640,1,1.3,1,Zacatecas,2,23,1,26,-1
EMA00081125262140,2,0.1,2,Zacatecas,3,31,2,8,1
EMA00081125380550,2,0.3,1,Zacatecas,3,44,2,16,13
EMA00081125455250,1,3.0,2,Veracruz,2,21,2,9,1
EMA00081125493260,1,0.2,1,Monterrey,1,0,2,1,0
EMA00081125794210,1,0.1,2,Tijuana,3,33,3,6,1
EMA00081126060320,1,1.0,2,Zacatecas,2,33,2,4,0
EMA00081126372250,1,0.6,1,Zacatecas,2,20,2,3,0
EMA00081126417860,2,0.9,1,Sinaloa,2,33,2,11,7
EMA00081126464220,1,0.3,1,Zacatecas,2,50,3,11,0
EMA00081126880280,2,0.7,1,Ciudad de México,2,10,3,3,0
EMA00081126893640,1,2.1,2,Sinaloa,2,15,1,-1,3
EMA00081127293430,1,0.3,1,Puebla,3,32,3,16,10
EMA00081127733700,1,0.1,1,Puebla,3,37,2,7,0
EMA00081127772280,1,0.7,1,Zacatecas,2,25,1,16,13
EMA00081128129450,1,3.6,1,Monterrey,2,1,2,6,0
EMA00081128238040,1,1.0,2,San Luis,2,32,1,6,2
EMA00081128284920,2,0.9,1,Zacatecas,2,21,2,11,0
EMA00081128469760,1,0.1,1,Monterrey,3,42,2,8,0
EMA00081128490240,1,0.5,2,Sinaloa,2,30,2,13,3
EMA00081128641250,1,1.2,2,Zacatecas,2,38,3,6,0
EMA00081128739060,1,2.1,2,Monterrey,2,23,1,21,18
EMA00081128856410,1,0.0,1,San Luis,3,19,2,11,6
EMA00081129212470,2,0.6,1,Zacatecas,2,1,2,7,0
EMA00081129432250,1,2.2,1,Aguascalientes,2,35,3,9,0
EMA00081129826910,2,0.2,2,Puebla,3,47,2,11,0
EMA00081129842320,1,1.5,1,Veracruz,2,27,2,9,0
EMA00081129970130,2,3.5,1,Aguascalientes,2,20,1,11,8
EMA00081130053580,1,0.2,1,Aguascalientes,2,31,2,2,0
EMA00081130066680,1,2.4,2,Monterrey,2,21,2,9,1
EMA00081130298750,2,2.7,1,Puebla,2,1,2,4,2
EMA00081130397920,2,0.3,2,Ciudad de México,3,19,2,-1,0
EMA00081130525240,1,0.8,2,Sinaloa,2,33,2,31,30
EMA00081130606580,1,1.3,2,Monterrey,2,29,1,11,0
EMA00081130666640,1,0.1,2,San Luis,3,45,2,11,10
EMA00081131135980,1,2.3,2,Puebla,2,24,3,6,0
EMA00081131384180,2,2.6,1,Monterrey,2,1,2,2,0
EMA00081131420150,1,1.7,2,Guadalajara,2,21,2,4,0
EMA00081131536080,2,0.1,2,Tijuana,3,34,2,5,1
EMA00081131849880,1,0.3,1,Monterrey,2,26,3,4,0
EMA00081131900540,1,1.5,2,Ciudad de México,2,40,1,5,0
EMA00081131972180,1,2.2,2,Aguascalientes,2,28,2,16,12
EMA00081131988850,1,0.2,2,Guadalajara,3,40,2,14,2
EMA00081132137660,2,0.2,1,Aguascalientes,2,47,2,5,0
EMA00081132137910,1,1.9,2,Aguascalientes,2,19,3,6,0
EMA00081132288370,2,0.1,2,Ciudad de México,1,0,2,1,0
EMA00081132438440,1,2.1,2,San Luis,2,18,2,6,3
